City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,north bend,43.4065,-124.2243,20.09,57,0,3.47,US,1728244733
365,puerto aysen,-45.4,-72.7,15.49,56,0,2.39,CL,1728244734
366,porto seguro,-16.4497,-39.0647,24.29,73,75,3.09,BR,1728244735
367,ventspils,57.3894,21.5606,2.96,100,0,0.0,LV,1728244736
368,namdrik,5.5994,168.1028,28.39,77,63,4.76,MH,1728244737
369,santa cruz,-17.8,-63.1667,38.03,39,33,9.26,BO,1728244537
370,grand falls-windsor,48.9332,-55.6649,9.72,79,100,1.79,CA,1728244740
371,wuwei,37.9281,102.6414,11.22,61,86,1.23,CN,1728244741
372,sankt polten,48.2,15.6333,8.73,97,0,0.93,AT,1728244742
373,bandar lampung,-5.4254,105.258,22.76,96,99,0.44,ID,1728244743
374,essaouira,31.5125,-9.77,22.72,83,20,2.57,MA,1728244744
375,at taj,24.2049,23.2857,26.04,17,0,3.52,LY,1728244745
376,xai-xai,-25.0519,33.6442,19.21,69,0,5.3,MZ,1728244746
377,port macquarie,-31.4333,152.9167,13.37,89,0,1.34,AU,1728244747
378,tsiombe,-25.3,45.4833,20.24,74,23,6.2,MG,1728244749
379,gao,16.6362,1.637,30.57,45,100,3.86,ML,1728244750
380,neem ka thana,27.7333,75.8,26.56,44,0,0.78,IN,1728244751
381,port saint john's,-31.6229,29.5448,21.37,56,13,2.36,ZA,1728244752
382,uaua,-9.8414,-39.4817,33.96,23,21,6.98,BR,1728244753
383,monchegorsk,67.9397,32.8739,0.48,90,100,1.31,RU,1728244754
384,kirakira,-10.4544,161.9205,26.82,87,100,6.97,SB,1728244755
385,queenstown,-31.8976,26.8753,19.1,35,100,1.81,ZA,1728244441
386,lata,40.1629,-8.3327,19.72,92,99,4.46,PT,1728244759
387,boguchany,58.3814,97.4531,2.64,95,98,1.79,RU,1728244760
388,sungailiat,-1.85,106.1333,26.68,83,100,3.43,ID,1728244761
389,punta alta,-38.8759,-62.0736,23.37,41,100,4.06,AR,1728244656
390,hereford,52.0568,-2.7148,12.32,97,100,2.13,GB,1728244764
391,pont rouge,48.8833,-72.0825,14.06,69,100,7.48,CA,1728244766
392,nantucket,41.2835,-70.0995,17.06,63,20,4.63,US,1728244767
393,nagqu,31.5,92.0,3.67,64,97,0.46,CN,1728244768
394,saint george's,12.0564,-61.7485,30.82,74,40,4.63,GD,1728244622
395,natal,-5.795,-35.2094,27.12,65,75,7.2,BR,1728244693
396,flying fish cove,-10.4217,105.6791,25.82,94,100,4.63,CX,1728244515
397,new norfolk,-42.7826,147.0587,12.73,81,100,5.1,AU,1728244773
398,margate,51.3813,1.3862,14.83,91,100,0.89,GB,1728244774
399,ginir,7.1333,40.7,14.8,86,100,1.81,ET,1728244775
400,nova xavantina,-14.6667,-52.35,42.05,12,23,2.82,BR,1728244776
401,sinabang,2.4803,96.3801,25.49,87,71,0.5,ID,1728244777
402,lianghu,29.9915,120.8985,19.15,97,100,1.92,CN,1728244778
403,sirjan,29.452,55.6814,19.89,32,37,2.23,IR,1728244780
404,lerwick,60.1545,-1.1494,10.2,90,100,6.61,GB,1728244781
405,alotau,-10.3069,150.4462,24.16,95,90,0.62,PG,1728244782
406,batticaloa,7.7102,81.6924,27.44,76,100,2.68,LK,1728244783
407,gagliano del capo,39.8442,18.3695,16.68,77,0,5.14,IT,1728244784
408,fale old settlement,-9.3852,-171.2468,28.06,76,67,5.34,TK,1728244785
409,sao martinho,39.5144,-9.1311,21.17,95,97,4.47,PT,1728244786
410,greytown,-29.0642,30.5928,16.58,28,0,0.51,ZA,1728244788
411,mitsamiouli,-11.3847,43.2844,25.31,75,0,3.64,KM,1728244789
412,anavyssos,37.7333,23.95,24.27,56,0,4.53,GR,1728244790
413,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,70,75,2.0,RU,1728244791
414,lobujya,27.95,86.8167,-7.65,67,31,1.51,NP,1728244792
